block,plot,sub,bkgrd,dens,phyto,phyto.n.indiv,phyto.date.census,phyto.date.collect,phyto.unique,Nbrhood.size,bkgrd.n.indiv,bg.date.census,CRCO,ERBO,FIGA,GAMU,HYGL,SIGA,other,notes,plot.notes,sub.notes,unique
1,12,7,GITR,L,VIVI,-9999,,,,,,,,,,,,,,,,,258
1,12,8,GITR,L,LOMU,3,04/20/2022,,,10,33,04/20/2022,15,0,1,0,0,0,2,,,,259
1,12,9,GITR,L,ANAR,1,04/20/2022,,,10,14,04/20/2022,5,1,0,0,0,0,2,,,,260
1,12,10,GITR,L,ACAM,0,04/20/2022,,,10,14,04/20/2022,5,0,1,0,0,0,1,,,,261
1,12,11,GITR,L,empty,,,,,,,,,,,,,,,,,,262
1,12,12,GITR,L,AMME,1,04/20/2022,04/20/2022,,18,98,04/20/2022,50,0,1,0,0,1,2,"CORRECTED. MANUAL CHANGE. CE found 1 AMME, recensused",,,263
1,12,13,GITR,L,MAEL,3,04/20/2022,,,18,65,04/20/2022,10,1,1,0,0,3,1,,,,264
1,12,14,GITR,L,BRHO,2,04/20/2022,04/20/2022,,10,26,04/20/2022,0,2,0,0,0,0,0,,,,265
1,12,15,GITR,L,empty,,,,,,,,,,,,,,,,,,266
1,12,16,GITR,L,GITR,1,04/20/2022,04/20/2022,,10,36,04/20/2022,35,0,0,0,0,1,0,,,,267
1,12,17,GITR,L,MICA,1,04/05/2022,04/05/2022,,10,46,04/05/2022,18,0,0,0,0,0,0,sample missing,,,268
1,12,18,GITR,L,TACA,1,04/20/2022,,B,,17,04/20/2022,15,0,0,0,1,0,0,in sub 18,,,11649
1,12,18,GITR,L,TACA,1,04/20/2022,,A,10,44,04/20/2022,5,0,0,0,0,0,0,in sub 12 at S edge,,,269
1,12,19,GITR,L,PLNO,1,04/20/2022,04/20/2022,,18,82,04/20/2022,80,1,0,0,0,0,0,,,,270
1,12,20,GITR,L,empty,,,,,,,,,,,,,,,,,,271
1,12,21,GITR,L,AVBA,0,04/20/2022,,,,9,04/20/2022,80,0,2,0,0,1,4,,,,272
1,12,22,GITR,L,BRNI,1,04/20/2022,,,18,35,04/20/2022,30,0,2,0,0,0,0,"4/28 - still vegetative, did not collect yet",,,273
1,12,23,GITR,L,TWIL-I,0,04/13/2022,,,18,39,04/13/2022,35,0,1,0,0,0,0,,,,274
1,12,24,GITR,L,empty,,,,,,,,,,,,,,,,,,275
1,12,25,GITR,L,empty,,,,,,,,,,,,,,,,,,276
1,13,1,AMME,L,AVBA,0,05/04/2022,,,,4,05/04/2022,45,1,2,0,1,0,0,,,,277
1,13,2,AMME,L,TWIL-I,1,04/07/2022,04/13/2022,,18,2,04/07/2022,32,1,0,0,0,0,5,,,,278
1,13,3,AMME,L,LOMU,2,04/07/2022,,,10,0,04/07/2022,5,0,0,0,0,0,0,,,,279
1,13,4,AMME,L,CLPU,1,04/07/2022,,,10,4,04/07/2022,3,0,1,0,0,0,0,,,,280
1,13,5,AMME,L,PLER,2,04/07/2022,04/19/2022,,10,0,04/07/2022,2,0,3,0,0,0,0,,,,281
1,13,6,AMME,L,VIVI,-9999,,,,,,,,,,,,,,,,,282
1,13,7,AMME,L,AMME,1,04/05/2022,04/05/2022,,18,0,04/05/2022,89,0,2,0,0,0,7,,,,283
1,13,8,AMME,L,empty,,,,,,,,,,,,,,,,,,284
1,13,9,AMME,L,CESO,2,04/07/2022,,,18,6,04/07/2022,19,0,1,0,0,0,0,,,,285
1,13,10,AMME,L,empty,,,,,,,,,,,,,,,,,,286
1,13,11,AMME,L,PLNO,0,04/07/2022,,,18,0,04/07/2022,32,1,4,0,0,0,1,,,,287
1,13,12,AMME,L,ERBO,-9999,,,,,,,,,,,,,,,,,288
1,13,13,AMME,L,empty,,,,,,,,,,,,,,,,,,289
1,13,14,AMME,L,empty,,,,,,,,,,,,,,,,,,290
1,13,15,AMME,L,THIR-I,1,04/07/2022,,,18,4,04/07/2022,18,1,0,0,0,0,0,,,,291
1,13,16,AMME,L,TACA,3,04/07/2022,,,10,0,04/07/2022,11,0,3,0,0,0,0,,,,292
1,13,17,AMME,L,MAEL,2,04/07/2022,,,18,2,04/07/2022,39,1,4,0,0,0,4,,,,293
1,13,18,AMME,L,ACAM,1,04/07/2022,,,10,1,04/07/2022,19,1,5,0,0,0,0,,,,294
1,13,19,AMME,L,BRNI,2,04/07/2022,04/27/2022,,18,2,04/07/2022,18,1,0,0,0,0,0,,,,295
1,13,20,AMME,L,BRHO,1,04/07/2022,04/24/2022,,10,0,04/07/2022,2,1,0,0,0,0,0,,,,296
1,13,21,AMME,L,GITR,2,04/07/2022,04/19/2022,,10,0,04/07/2022,30,0,0,0,0,0,4,,,,297
1,13,22,AMME,L,ANAR,0,04/07/2022,,,10,2,04/07/2022,32,1,0,0,0,0,10,,,,298
1,13,23,AMME,L,empty,,,,,,,,,,,,,,,,,,299
1,13,24,AMME,L,MICA,2,04/05/2022,04/05/2022,,10,1,04/05/2022,3,0,5,0,0,0,0,,,,300
1,13,25,AMME,L,LENI,2,03/24/2022,03/24/2022,,18,4,03/24/2022,21,0,4,0,0,0,0,too far(25),,,301
1,14,1,PLNO,L,BRHO,3,04/22/2022,04/22/2022,,10,0,04/22/2022,0,0,2,0,0,0,3,,,,302
1,14,2,PLNO,L,empty,,,,,,,,,,,,,,,,,,303
1,14,3,PLNO,L,CLPU,0,04/22/2022,,,10,5,04/22/2022,5,0,5,0,0,0,2,,,,304
1,14,4,PLNO,L,THIR-I,1,04/22/2022,,,18,2,04/22/2022,10,1,1,0,0,0,0,,,,305
1,14,5,PLNO,L,ACAM,1,04/22/2022,,,10,0,04/22/2022,5,1,1,0,0,0,0,,,,306
1,14,6,PLNO,L,ERBO,-9999,,,,,,,,,,,,,,,,,307
1,14,7,PLNO,L,PLNO,1,04/22/2022,04/22/2022,,18,3,04/22/2022,15,0,2,0,0,0,2,,,,308
1,14,8,PLNO,L,LOMU,1,04/22/2022,,,10,3,04/22/2022,3,0,0,0,0,0,0,,,,309
1,14,9,PLNO,L,MICA,1,04/05/2022,04/05/2022,,10,2,04/05/2022,6,0,3,0,0,0,0,,,,310
1,14,10,PLNO,L,LENI,3,03/24/2022,03/24/2022,,18,3,03/24/2022,10,0,2,0,0,0,0,one of the background individual was very small,,,311
1,14,11,PLNO,L,TACA,2,04/22/2022,,,10,4,04/22/2022,0,0,0,0,0,0,1,,,,312
1,14,12,PLNO,L,PLER,3,04/19/2022,04/19/2022,,10,2,04/19/2022,8,0,3,0,0,0,0,,,,313
1,14,13,PLNO,L,CESO,3,04/22/2022,,,18,4,04/22/2022,5,0,3,0,0,0,1,,,,314
1,14,14,PLNO,L,AMME,0,04/05/2022,,,18,3,04/05/2022,41,1,3,0,0,0,2,,,,315
1,14,15,PLNO,L,empty,,,,,,,,,,,,,,,,,,316
1,14,16,PLNO,L,ANAR,0,04/22/2022,,,10,1,04/22/2022,1,1,2,0,0,0,0,,,,317
1,14,17,PLNO,L,VIVI,-9999,,,,,,,,,,,,,,,,,318
1,14,18,PLNO,L,AVBA,0,04/22/2022,,,,2,04/22/2022,5,0,1,1,0,0,0,CORRECTED. NEEDS MANUAL CHANGE,,,319
1,14,19,PLNO,L,MAEL,0,04/22/2022,,,18,3,04/22/2022,5,0,2,0,0,0,1,other= CESO,,,320
1,14,20,PLNO,L,empty,,,,,,,,,,,,,,,,,,321
1,14,21,PLNO,L,TWIL-I,1,04/13/2022,04/13/2022,,18,0,04/13/2022,13,0,9,0,0,0,0,,,,322
1,14,22,PLNO,L,empty,,,,,,,,,,,,,,,,,,323
1,14,23,PLNO,L,BRNI,1,04/22/2022,04/27/2022,,18,0,04/22/2022,3,0,4,0,0,0,1,,,,324
1,14,24,PLNO,L,empty,,,,,,,,,,,,,,,,,,325
1,14,25,PLNO,L,GITR,3,04/19/2022,04/19/2022,,10,1,04/19/2022,0,0,0,0,0,0,1,other = THIR,,,326
1,15,1,THIR-I,H,empty,,,,,,,,,,,,,,,,,,327
1,15,2,THIR-I,H,BRHO,1,04/24/2022,04/24/2022,,10,3,04/24/2022,24,0,0,0,0,0,1,other= dandelion,,,328
1,15,3,THIR-I,H,VIVI,-9999,,,,,,,,,,,,,,,,,329
1,15,4,THIR-I,H,MICA,1,04/05/2022,04/05/2022,,10,0,04/05/2022,60,0,0,0,0,0,0,,,,330
1,15,5,THIR-I,H,MAEL,,,,,18,,,,,,,,,,,,,331
1,15,6,THIR-I,H,AVBA,0,05/04/2022,,,,8,05/04/2022,80,0,0,0,0,1,0,,,,332
1,15,7,THIR-I,H,AMME,0,04/05/2022,,,18,11,04/05/2022,38,1,0,0,0,4,0,,,,333
1,15,8,THIR-I,H,ANAR,,,,,10,,,,,,,,,,,,,334
1,15,9,THIR-I,H,PLER,1,04/19/2022,04/19/2022,,10,0,04/19/2022,25,0,0,0,0,0,1,other ANAR,,,335
1,15,10,THIR-I,H,ACAM,,,,,10,,,,,,,,,,,,,336
1,15,11,THIR-I,H,LENI,0,03/24/2022,,,18,10,03/24/2022,5,0,0,0,0,0,0,,,,337
1,15,12,THIR-I,H,THIR-I,,,,,18,,,,,,,,,,,,,338
1,15,13,THIR-I,H,BRNI,2,04/28/2022,04/28/2022,,18,14,04/28/2022,6,0,0,0,0,0,0,,,,339
1,15,14,THIR-I,H,TACA,,,,,10,,,,,,,,,,,,,340
1,15,15,THIR-I,H,TWIL-I,0,04/13/2022,,,18,6,04/13/2022,0,1,0,0,0,0,2,,,,341
1,15,16,THIR-I,H,CLPU,,,,,10,,,,,,,,,,,,,342
1,15,17,THIR-I,H,GITR,3,04/19/2022,04/19/2022,,10,3,04/19/2022,4,0,0,0,0,1,0,,,,343
1,15,18,THIR-I,H,THIR-U,,,,,18,,,,,,,,,,,,subplot: this shouldn't exist skip,344
1,15,19,THIR-I,H,PLNO,1,04/24/2022,04/24/2022,,18,11,04/24/2022,0,0,0,0,0,0,0,,,,345
1,15,20,THIR-I,H,empty,,,,,,,,,,,,,,,,,,346
1,15,21,THIR-I,H,TWIL-U,1,04/13/2022,04/13/2022,,18,5,04/13/2022,1,0,0,0,0,0,2,,,,347
1,15,22,THIR-I,H,empty,,,,,,,,,,,,,,,,,,348
1,15,23,THIR-I,H,CESO,,,,,18,,,,,,,,,,,,,349
1,15,24,THIR-I,H,LOMU,,,,,10,,,,,,,,,,,,,350
1,15,25,THIR-I,H,ERBO,-9999,,,,,,,,,,,,,,,,,351
1,16,1,MICA,L,GITR,1,04/06/2022,04/19/2022,,10,7,04/06/2022,5,0,0,0,0,2,1,,,,352
1,16,2,MICA,L,PLER,1,04/06/2022,04/19/2022,,10,15,04/06/2022,10,0,0,0,0,2,0,,,,353
1,16,3,MICA,L,ACAM,2,04/06/2022,,,10,11,04/06/2022,12,0,0,0,0,1,0,,,,354
1,16,4,MICA,L,CESO,2,04/06/2022,,,18,10,04/06/2022,36,0,0,0,0,9,1,,,,355
1,16,5,MICA,L,MAEL,1,04/06/2022,,,18,33,04/06/2022,19,0,0,0,0,9,1,,,,356
1,16,6,MICA,L,BRNI,2,04/06/2022,04/27/2022,,18,43,04/06/2022,9,0,0,0,0,2,0,CORRECTED; changed # phytometers from 1 to 2 - A.B.,,,357
1,16,7,MICA,L,LENI,0,03/24/2022,,,18,33,03/24/2022,56,2,0,0,0,1,0,,,,358
1,16,8,MICA,L,TWIL-I,0,04/06/2022,,,18,70,04/06/2022,23,0,0,0,0,13,1,,,,359
1,16,9,MICA,L,empty,,,,,,,,,,,,,,,,,,360
1,16,10,MICA,L,empty,,,,,,,,,,,,,,,,,,361
1,16,11,MICA,L,AVBA,0,05/04/2022,,,,71,05/04/2022,25,0,0,0,0,0,1,other=ANAR,,,362
1,16,12,MICA,L,CLPU,0,04/06/2022,,,10,14,04/06/2022,23,0,0,0,0,2,2,,,,363
1,16,13,MICA,L,empty,,,,,,,,,,,,,,,,,,364
1,16,14,MICA,L,ERBO,-9999,,,,,,,,,,,,,,,,,365
1,16,15,MICA,L,LOMU,2,04/06/2022,,,10,13,04/06/2022,8,0,0,3,0,1,0,,,,366
1,16,16,MICA,L,ANAR,1,04/06/2022,,B,10,44,04/06/2022,9,0,0,0,0,0,0,,,,11550
1,16,16,MICA,L,ANAR,1,04/06/2022,,A,10,29,04/06/2022,5,0,0,0,0,1,0,,,,367
1,16,17,MICA,L,empty,,,,,,,,,,,,,,,,,,368
1,16,18,MICA,L,MICA,1,04/05/2022,04/05/2022,,10,56,04/05/2022,0,0,0,0,0,1,0,,,,369
1,16,19,MICA,L,VIVI,-9999,,,,,,,,,,,,,,,,,370
1,16,20,MICA,L,AMME,2,04/05/2022,04/05/2022,,18,68,04/05/2022,0,1,0,0,0,16,0,,,,371
1,16,21,MICA,L,THIR-I,1,04/06/2022,,,18,77,04/06/2022,22,2,0,0,0,4,0,,,,372
1,16,22,MICA,L,TACA,3,04/06/2022,,,10,22,04/06/2022,20,0,0,0,0,1,0,,,,373
1,16,23,MICA,L,empty,,,,,,,,,,,,,,,,,,374
1,16,24,MICA,L,PLNO,0,04/06/2022,,,18,62,04/06/2022,24,0,0,0,1,8,1,"did not collect, still in veg state; update: was a weed, added to other and changed phyto to 0",,,375
1,16,25,MICA,L,BRHO,1,04/06/2022,04/24/2022,,10,12,04/06/2022,4,0,0,0,0,9,0,,,,376
1,17,1,MICA,H,THIR-I,2,04/06/2022,,,18,56,04/06/2022,14,0,0,0,0,3,0,,,,377
1,17,2,MICA,H,TACA,2,04/06/2022,,,10,16,04/06/2022,33,0,0,0,0,0,2,,,,378
1,17,3,MICA,H,PLER,0,04/06/2022,,,10,22,04/06/2022,22,0,0,0,0,5,0,,,,379
1,17,4,MICA,H,ERBO,-9999,,,,,,,,,,,,,,,,,380
1,17,5,MICA,H,MAEL,1,04/06/2022,,,18,21,04/06/2022,38,0,0,0,0,7,0,,,,381
1,17,6,MICA,H,LENI,1,03/24/2022,03/24/2022,,18,53,03/24/2022,134,0,0,0,0,4,0,,,,382
1,17,7,MICA,H,empty,,,,,,,,,,,,,,,,,,383
1,17,8,MICA,H,AMME,0,04/05/2022,,,18,77,04/05/2022,48,0,0,0,0,7,1,,,,384
1,17,9,MICA,H,empty,,,,,,,,,,,,,,,,,,385
1,17,10,MICA,H,CLPU,0,04/06/2022,,,10,20,04/06/2022,13,0,0,0,0,1,1,,,,386
1,17,11,MICA,H,VIVI,-9999,,,,,,,,,,,,,,,,,387
1,17,12,MICA,H,empty,,,,,,,,,,,,,,,,,,388
1,17,13,MICA,H,TWIL-I,0,04/06/2022,,,18,51,04/06/2022,48,1,1,0,0,7,0,,,,389
1,17,14,MICA,H,AVBA,0,05/04/2022,,,,74,05/04/2022,40,0,0,0,0,0,0,,,,390
1,17,15,MICA,H,CESO,2,04/06/2022,,,18,78,04/06/2022,40,0,0,1,0,14,1,,,,391
1,17,16,MICA,H,BRHO,2,04/06/2022,04/24/2022,,10,23,04/06/2022,0,0,0,0,0,0,0,,,,392
1,17,17,MICA,H,ACAM,1,04/06/2022,,,10,26,04/06/2022,12,1,0,0,0,2,0,,,,393
1,17,18,MICA,H,ANAR,0,04/06/2022,,,10,24,04/06/2022,28,0,0,0,0,5,0,,,,394
1,17,19,MICA,H,PLNO,1,04/06/2022,04/24/2022,,18,71,04/06/2022,43,0,0,0,0,1,0,,,,395
1,17,20,MICA,H,empty,,,,,,,,,,,,,,,,,,396
1,17,21,MICA,H,empty,,,,,,,,,,,,,,,,,,397
1,17,22,MICA,H,GITR,1,04/05/2022,04/19/2022,,10,13,04/05/2022,4,0,0,0,4,0,,,,,398
1,17,23,MICA,H,MICA,1,04/05/2022,04/05/2022,,10,23,04/05/2022,52,0,0,0,0,6,1,sample missing,,,399
1,17,24,MICA,H,BRNI,0,04/05/2022,,,18,79,04/05/2022,155,0,0,0,0,7,0,,,,400
1,17,25,MICA,H,LOMU,0,04/05/2022,,,10,20,04/05/2022,37,0,0,0,0,3,0,,,,401
1,18,1,AMME,H,empty,,,,,,,,,,,,,,,,,,402
1,18,2,AMME,H,empty,,,,,,,,,,,,,,,,,,403
1,18,3,AMME,H,BRHO,1,04/06/2022,04/24/2022,,10,0,04/06/2022,21,0,1,0,0,7,0,,,,404
1,18,4,AMME,H,BRNI,0,04/06/2022,,,18,3,04/06/2022,60,0,0,0,0,9,0,,,,405
1,18,5,AMME,H,PLER,0,04/06/2022,,,10,2,04/06/2022,21,0,0,0,0,3,0,,,,406
1,18,6,AMME,H,VIVI,-9999,,,,,,,,,,,,,,,,,407
1,18,7,AMME,H,TWIL-I,2,04/06/2022,04/28/2022,,18,5,04/06/2022,60,0,0,0,0,6,0,CORRECTED; phyto num update from 1→2,,,408
1,18,8,AMME,H,empty,,,,,,,,,,,,,,,,,,409
1,18,9,AMME,H,MICA,0,04/05/2022,,,10,0,04/05/2022,47,0,0,0,0,6,0,,,,410
1,18,10,AMME,H,LOMU,2,04/06/2022,,,10,0,04/06/2022,12,0,0,0,0,4,0,,,,411
1,18,11,AMME,H,GITR,1,04/06/2022,04/19/2022,,10,2,04/06/2022,37,0,0,0,0,5,0,,,,412
1,18,12,AMME,H,PLNO,0,04/06/2022,,,18,2,04/06/2022,103,1,0,0,0,10,0,,,,413
1,18,13,AMME,H,AVBA,0,05/04/2022,,,,0,05/04/2022,115,0,1,1,1,14,1,,,,414
1,18,14,AMME,H,empty,,,,,,,,,,,,,,,,,,415
1,18,15,AMME,H,empty,,,,,,,,,,,,,,,,,,416
1,18,16,AMME,H,CESO,2,04/06/2022,,,18,2,04/06/2022,31,0,0,0,0,8,0,,,,417
1,18,17,AMME,H,ERBO,-9999,,,,,,,,,,,,,,,,,418
1,18,18,AMME,H,ACAM,0,04/06/2022,,,10,0,04/06/2022,45,0,0,0,0,5,0,,,,419
1,18,19,AMME,H,LENI,2,03/24/2022,03/24/2022,,18,2,03/24/2022,109,0,0,0,0,13,5,,,,420
1,18,20,AMME,H,AMME,1,04/05/2022,04/05/2022,,18,4,04/05/2022,115,0,0,0,0,13,0,,,,421
1,18,21,AMME,H,THIR-I,0,04/06/2022,,,18,3,04/06/2022,16,0,0,0,0,10,0,"changed from 7 to zero, suspect are T subterraneum",,,422
1,18,22,AMME,H,ANAR,3,04/06/2022,,,10,3,04/06/2022,0,0,0,0,0,5,0,,,,423
1,18,23,AMME,H,MAEL,0,04/06/2022,,,18,8,04/06/2022,53,0,0,0,0,10,0,,,,424
1,18,24,AMME,H,TACA,1,04/06/2022,,A,10,3,04/06/2022,22,0,0,0,0,3,0,,,,425
1,18,24,AMME,H,TACA,2,04/06/2022,,B,10,0,04/06/2022,24,0,0,0,0,6,1,,,,11551
1,18,25,AMME,H,CLPU,0,04/06/2022,,,10,0,04/06/2022,45,0,0,0,0,7,0,,,,426
1,19,1,GITR,H,PLNO,0,04/20/2022,,,18,33,04/20/2022,20,0,0,0,0,2,0,,,,427
1,19,2,GITR,H,GITR,1,04/20/2022,04/20/2022,,10,20,04/20/2022,5,0,0,0,0,3,0,collected in sub 20,,,428
1,19,3,GITR,H,empty,,,,,,,,,,,,,,,,,,429
1,19,4,GITR,H,MICA,0,04/05/2022,,,10,13,04/05/2022,0,0,0,0,0,4,0,,,,430
1,19,5,GITR,H,VIVI,-9999,,,,,,,,,,,,,,,,,431
1,19,6,GITR,H,THIR-I,2,04/20/2022,,,18,45,04/20/2022,50,0,0,0,0,9,1,,,,432
1,19,7,GITR,H,BRNI,0,04/20/2022,,,18,78,04/20/2022,40,1,0,1,0,17,0,,,,433
1,19,8,GITR,H,empty,,,,,,,,,,,,,,,,,,434
1,19,9,GITR,H,CESO,0,04/20/2022,,,18,63,04/20/2022,15,0,0,0,0,5,1,,,,435
1,19,10,GITR,H,CLPU,0,04/20/2022,,,10,25,04/20/2022,10,0,0,0,0,1,0,,,,436
1,19,11,GITR,H,TACA,1,04/20/2022,,,10,48,04/20/2022,15,0,0,0,0,3,0,,,,437
1,19,12,GITR,H,ACAM,3,04/20/2022,,,10,44,04/20/2022,5,0,0,0,0,1,0,,,,438
1,19,13,GITR,H,ANAR,0,04/20/2022,,,10,30,04/20/2022,10,0,0,0,0,3,0,,,,439
1,19,14,GITR,H,LENI,0,03/24/2022,,,18,57,03/24/2022,26,0,0,3,0,5,0,,,,440
1,19,15,GITR,H,ERBO,-9999,,,,,,,,,,,,,,,,,441
1,19,16,GITR,H,empty,,,,,,,,,,,,,,,,,,442
1,19,17,GITR,H,PLER,1,04/19/2022,04/19/2022,,10,37,04/19/2022,16,0,0,0,0,1,0,,,,443
1,19,18,GITR,H,empty,,,,,,,,,,,,,,,,,,444
1,19,19,GITR,H,LOMU,2,04/20/2022,,,10,20,04/20/2022,15,0,0,0,0,2,0,,,,445
1,19,20,GITR,H,empty,,,,,,,,,,,,,,,,,,446
1,19,21,GITR,H,AMME,0,04/05/2022,,,18,58,04/05/2022,64,0,0,0,0,5,0,,,,447
1,19,22,GITR,H,MAEL,1,04/20/2022,,,18,46,04/20/2022,35,0,0,0,1,18,1,,,,448
1,19,23,GITR,H,AVBA,0,04/20/2022,,,,13,04/20/2022,30,0,0,0,0,14,0,,,,449
1,19,24,GITR,H,TWIL-I,1,04/13/2022,04/13/2022,,18,28,04/13/2022,31,0,0,0,0,4,0,,,,450
1,19,25,GITR,H,BRHO,1,04/20/2022,04/20/2022,,10,20,04/20/2022,5,0,0,0,0,5,0,,,,451
1,20,1,THIR-I,L,GITR,0,04/19/2022,,,10,3,04/19/2022,25,0,0,0,0,3,0,,,,452
1,20,2,THIR-I,L,THIR-I,,,,,18,,,,,,,,,,,,,453
1,20,3,THIR-I,L,PLER,1,04/19/2022,04/19/2022,,10,3,04/19/2022,18,0,2,0,0,5,1,other =ANAR ,,,454
1,20,4,THIR-I,L,AVBA,0,05/04/2022,,,,0,05/04/2022,5,0,1,0,0,4,0,,,,455
1,20,5,THIR-I,L,TACA,,,,,10,,,,,,,,,,,,,456
1,20,6,THIR-I,L,LOMU,,,,,10,,,,,,,,,,,,,457
1,20,7,THIR-I,L,PLNO,0,04/24/2022,,,18,9,04/24/2022,12,0,6,0,1,4,0,,,,458
1,20,8,THIR-I,L,TWIL-I,0,04/13/2022,,,18,5,04/13/2022,9,0,0,0,0,9,0,,,,459
1,20,9,THIR-I,L,BRHO,2,04/24/2022,04/24/2022,,10,1,04/24/2022,0,0,0,0,0,3,0,,,,460
1,20,10,THIR-I,L,ANAR,,,,,10,,,,,,,,,,,,,461
1,20,11,THIR-I,L,CESO,,,,,18,,,,,,,,,,,,,462
1,20,12,THIR-I,L,LENI,2,03/24/2022,03/24/2022,,18,7,03/24/2022,56,0,2,0,0,17,8,,,,463
1,20,13,THIR-I,L,THIR-U,,,,,18,,,,,,,,,,,,"subplot: this shouldn't exist, skip",464
1,20,14,THIR-I,L,MICA,1,04/05/2022,04/05/2022,,10,3,04/05/2022,8,0,0,0,0,5,0,,,,465
1,20,15,THIR-I,L,BRNI,0,04/28/2022,,,18,4,04/28/2022,42,0,0,0,1,11,0,,,,466
1,20,16,THIR-I,L,empty,,,,,,,,,,,,,,,,,,467
1,20,17,THIR-I,L,VIVI,-9999,,,,,,,,,,,,,,,,,468
1,20,18,THIR-I,L,AMME,0,04/05/2022,,,18,7,04/05/2022,9,0,0,3,0,41,0,,,,469
1,20,19,THIR-I,L,empty,,,,,,,,,,,,,,,,,,470
1,20,20,THIR-I,L,MAEL,,,,,18,,,,,,,,,,,,,471
1,20,21,THIR-I,L,TWIL-U,0,04/13/2022,,,18,11,04/13/2022,21,0,0,0,0,13,0,,,,472
1,20,22,THIR-I,L,ERBO,-9999,,,,,,,,,,,,,,,,,473
1,20,23,THIR-I,L,CLPU,,,,,10,,,,,,,,,,,,,474
1,20,24,THIR-I,L,ACAM,,,,,10,,,,,,,,,,,,,475
1,20,25,THIR-I,L,empty,,,,,,,,,,,,,,,,,,476
1,21,1,ERBO,H,TACA,-9999,,,,,,,,,,,,,,,,,477
1,21,2,ERBO,H,ACAM,-9999,,,,,,,,,,,,,,,,,478
1,21,3,ERBO,H,CLPU,-9999,,,,,,,,,,,,,,,,,479
1,21,4,ERBO,H,empty,-9999,,,,,,,,,,,,,,,,,480
1,21,5,ERBO,H,AVBA,-9999,,,,,,,,,,,,,,,,,481
1,21,6,ERBO,H,ANAR,-9999,,,,,,,,,,,,,,,,,482
1,21,7,ERBO,H,LOMU,-9999,,,,,,,,,,,,,,,,,483
1,21,8,ERBO,H,empty,-9999,,,,,,,,,,,,,,,,,484
1,21,9,ERBO,H,THIR-I,-9999,,,,,,,,,,,,,,,,,485
1,21,10,ERBO,H,GITR,-9999,,,,,,,,,,,,,,,,,486
1,21,11,ERBO,H,MAEL,-9999,,,,,,,,,,,,,,,,,487
1,21,12,ERBO,H,ERBO,-9999,,,,,,,,,,,,,,,,,488
1,21,13,ERBO,H,BRHO,-9999,,,,,,,,,,,,,,,,,489
1,21,14,ERBO,H,TWIL-I,-9999,,,,,,,,,,,,,,,,,490
1,21,15,ERBO,H,VIVI,-9999,,,,,,,,,,,,,,,,,491
1,21,16,ERBO,H,LENI,-9999,,,,,,,,,,,,,,,,,492
1,21,17,ERBO,H,PLER,-9999,,,,,,,,,,,,,,,,,493
1,21,18,ERBO,H,MICA,-9999,,,,,,,,,,,,,,,,,494
1,21,19,ERBO,H,AMME,-9999,,,,,,,,,,,,,,,,,495
1,21,20,ERBO,H,CESO,-9999,,,,,,,,,,,,,,,,,496
1,21,21,ERBO,H,empty,-9999,,,,,,,,,,,,,,,,,497
1,21,22,ERBO,H,BRNI,-9999,,,,,,,,,,,,,,,,,498
1,21,23,ERBO,H,empty,-9999,,,,,,,,,,,,,,,,,499
1,21,24,ERBO,H,PLNO,-9999,,,,,,,,,,,,,,,,,500
1,21,25,ERBO,H,empty,-9999,,,,,,,,,,,,,,,,,501
1,22,1,TACA,H,THIR-I,,,,,18,,,,,,,,,,,,,502
1,22,2,TACA,H,CESO,,,,,18,,,,,,,,,,,,,503
1,22,3,TACA,H,empty,,,,,,,,,,,,,,,,,,504
1,22,4,TACA,H,empty,,,,,,,,,,,,,,,,,,505
1,22,5,TACA,H,TWIL-I,0,04/13/2022,,,18,11,04/13/2022,0,2,0,0,0,13,0,,,,506
1,22,6,TACA,H,PLNO,1,04/24/2022,04/24/2022,,18,15,04/24/2022,0,0,0,0,0,5,1,other= THIR,,,507
1,22,7,TACA,H,AVBA,4,05/04/2022,,,,23,05/04/2022,30,0,0,0,0,7,1,other =THIR,,,508
1,22,8,TACA,H,MICA,2,04/05/2022,04/05/2022,,10,6,04/05/2022,4,0,0,0,0,1,0,,,,509
1,22,9,TACA,H,AMME,1,04/05/2022,04/05/2022,,18,17,04/05/2022,0,0,0,0,0,3,3,,,,510
1,22,10,TACA,H,PLER,0,04/19/2022,,,10,3,04/19/2022,30,0,0,1,0,0,0,,,,511
1,22,11,TACA,H,VIVI,-9999,,,,,,,,,,,,,,,,,512
1,22,12,TACA,H,empty,,,,,,,,,,,,,,,,,,513
1,22,13,TACA,H,empty,,,,,,,,,,,,,,,,,,514
1,22,14,TACA,H,GITR,1,04/19/2022,04/19/2022,,10,4,04/19/2022,34,0,0,0,0,0,1,other = Micropus,,,515
1,22,15,TACA,H,MAEL,,,,,18,,,,,,,,,,,,,516
1,22,16,TACA,H,ACAM,,,,,10,,,,,,,,,,,,,517
1,22,17,TACA,H,LENI,1,03/24/2022,03/24/2022,,18,22,03/24/2022,58,0,0,0,0,3,1,Leni was in sub 15 not sub 17,,,518
1,22,18,TACA,H,BRHO,1,04/24/2022,04/24/2022,,10,9,04/24/2022,0,0,0,0,0,2,0,,,,519
1,22,19,TACA,H,LOMU,,,,,10,,,,,,,,,,,,,520
1,22,20,TACA,H,ERBO,-9999,,,,,,,,,,,,,,,,,521
